case_id,activity,activity_grouped,timestamp,sort_key,user_name,case_po_number,case_po_item,changed_field,changed_from,changed_to
396-4,Lege Bestellposition an,Lege Bestellposition an,2025-08-13 09:19:51,100,Sandra Becker,396,4,,,
396-5,Lege Bestellposition an,Lege Bestellposition an,2025-08-13 09:19:51,100,Sandra Becker,396,5,,,
397-1,Lege Bestellposition an,Lege Bestellposition an,2025-08-18 16:45:11,100,Julia Fischer,397,1,,,
397-2,Lege Bestellposition an,Lege Bestellposition an,2025-08-18 16:45:11,100,Julia Fischer,397,2,,,
397-3,Lege Bestellposition an,Lege Bestellposition an,2025-08-18 16:45:11,100,Julia Fischer,397,3,,,
397-4,Lege Bestellposition an,Lege Bestellposition an,2025-08-18 16:45:11,100,Julia Fischer,397,4,,,
397-5,Lege Bestellposition an,Lege Bestellposition an,2025-08-18 16:45:11,100,Julia Fischer,397,5,,,
398-1,Lege Bestellposition an,Lege Bestellposition an,2025-08-19 09:43:31,100,Julia Fischer,398,1,,,
398-2,Lege Bestellposition an,Lege Bestellposition an,2025-08-19 09:43:31,100,Julia Fischer,398,2,,,
398-3,Lege Bestellposition an,Lege Bestellposition an,2025-08-19 09:43:31,100,Julia Fischer,398,3,,,
398-4,Lege Bestellposition an,Lege Bestellposition an,2025-08-19 09:43:31,100,Julia Fischer,398,4,,,
398-5,Lege Bestellposition an,Lege Bestellposition an,2025-08-19 09:43:31,100,Julia Fischer,398,5,,,
399-1,Lege Bestellposition an,Lege Bestellposition an,2025-08-22 16:55:31,100,Andreas Weber,399,1,,,
399-2,Lege Bestellposition an,Lege Bestellposition an,2025-08-22 16:55:31,100,Andreas Weber,399,2,,,
399-3,Lege Bestellposition an,Lege Bestellposition an,2025-08-22 16:55:31,100,Andreas Weber,399,3,,,
399-4,Lege Bestellposition an,Lege Bestellposition an,2025-08-22 16:55:31,100,Andreas Weber,399,4,,,
399-5,Lege Bestellposition an,Lege Bestellposition an,2025-08-22 16:55:31,100,Andreas Weber,399,5,,,
400-1,Lege Bestellposition an,Lege Bestellposition an,2025-08-25 15:03:15,100,Thomas Weber,400,1,,,
401-1,Lege Bestellposition an,Lege Bestellposition an,2025-08-27 13:37:19,100,Julia Fischer,401,1,,,
401-2,Lege Bestellposition an,Lege Bestellposition an,2025-08-27 13:37:19,100,Julia Fischer,401,2,,,
401-3,Lege Bestellposition an,Lege Bestellposition an,2025-08-27 13:37:19,100,Julia Fischer,401,3,,,
401-4,Lege Bestellposition an,Lege Bestellposition an,2025-08-27 13:37:19,100,Julia Fischer,401,4,,,
402-1,Lege Bestellposition an,Lege Bestellposition an,2025-08-28 11:24:00,100,Klaus Wagner,402,1,,,
402-2,Lege Bestellposition an,Lege Bestellposition an,2025-08-28 11:24:00,100,Klaus Wagner,402,2,,,
402-3,Lege Bestellposition an,Lege Bestellposition an,2025-08-28 11:24:00,100,Klaus Wagner,402,3,,,
403-1,Lege Bestellposition an,Lege Bestellposition an,2025-09-01 13:08:38,100,Martin Hoffmann,403,1,,,
403-2,Lege Bestellposition an,Lege Bestellposition an,2025-09-01 13:08:38,100,Martin Hoffmann,403,2,,,
403-3,Lege Bestellposition an,Lege Bestellposition an,2025-09-01 13:08:38,100,Martin Hoffmann,403,3,,,
403-4,Lege Bestellposition an,Lege Bestellposition an,2025-09-01 13:08:38,100,Martin Hoffmann,403,4,,,
404-1,Lege Bestellposition an,Lege Bestellposition an,2025-09-03 11:06:47,100,Andreas Schneider,404,1,,,
404-2,Lege Bestellposition an,Lege Bestellposition an,2025-09-03 11:06:47,100,Andreas Schneider,404,2,,,
405-1,Lege Bestellposition an,Lege Bestellposition an,2025-09-05 12:40:13,100,Klaus Mueller,405,1,,,
405-2,Lege Bestellposition an,Lege Bestellposition an,2025-09-05 12:40:13,100,Klaus Mueller,405,2,,,
405-3,Lege Bestellposition an,Lege Bestellposition an,2025-09-05 12:40:13,100,Klaus Mueller,405,3,,,
406-1,Lege Bestellposition an,Lege Bestellposition an,2025-09-08 15:12:21,100,Michael Hoffmann,406,1,,,
406-2,Lege Bestellposition an,Lege Bestellposition an,2025-09-08 15:12:21,100,Michael Hoffmann,406,2,,,
406-3,Lege Bestellposition an,Lege Bestellposition an,2025-09-08 15:12:21,100,Michael Hoffmann,406,3,,,
406-4,Lege Bestellposition an,Lege Bestellposition an,2025-09-08 15:12:21,100,Michael Hoffmann,406,4,,,
406-5,Lege Bestellposition an,Lege Bestellposition an,2025-09-08 15:12:21,100,Michael Hoffmann,406,5,,,
407-1,Lege Bestellposition an,Lege Bestellposition an,2025-09-11 11:15:07,100,Sandra Becker,407,1,,,
407-2,Lege Bestellposition an,Lege Bestellposition an,2025-09-11 11:15:07,100,Sandra Becker,407,2,,,
407-3,Lege Bestellposition an,Lege Bestellposition an,2025-09-11 11:15:07,100,Sandra Becker,407,3,,,
408-1,Lege Bestellposition an,Lege Bestellposition an,2025-09-15 12:09:20,100,Sandra Becker,408,1,,,
408-2,Lege Bestellposition an,Lege Bestellposition an,2025-09-15 12:09:20,100,Sandra Becker,408,2,,,
408-3,Lege Bestellposition an,Lege Bestellposition an,2025-09-15 12:09:20,100,Sandra Becker,408,3,,,
408-4,Lege Bestellposition an,Lege Bestellposition an,2025-09-15 12:09:20,100,Sandra Becker,408,4,,,
409-1,Lege Bestellposition an,Lege Bestellposition an,2025-09-18 13:25:56,100,Klaus Mueller,409,1,,,
409-2,Lege Bestellposition an,Lege Bestellposition an,2025-09-18 13:25:56,100,Klaus Mueller,409,2,,,
409-3,Lege Bestellposition an,Lege Bestellposition an,2025-09-18 13:25:56,100,Klaus Mueller,409,3,,,
409-4,Lege Bestellposition an,Lege Bestellposition an,2025-09-18 13:25:56,100,Klaus Mueller,409,4,,,
410-1,Lege Bestellposition an,Lege Bestellposition an,2025-09-22 10:40:15,100,Thomas Becker,410,1,,,
410-2,Lege Bestellposition an,Lege Bestellposition an,2025-09-22 10:40:15,100,Thomas Becker,410,2,,,
410-3,Lege Bestellposition an,Lege Bestellposition an,2025-09-22 10:40:15,100,Thomas Becker,410,3,,,
410-4,Lege Bestellposition an,Lege Bestellposition an,2025-09-22 10:40:15,100,Thomas Becker,410,4,,,
410-5,Lege Bestellposition an,Lege Bestellposition an,2025-09-22 10:40:15,100,Thomas Becker,410,5,,,
411-1,Lege Bestellposition an,Lege Bestellposition an,2025-09-24 09:41:15,100,Thomas Becker,411,1,,,
411-2,Lege Bestellposition an,Lege Bestellposition an,2025-09-24 09:41:15,100,Thomas Becker,411,2,,,
411-3,Lege Bestellposition an,Lege Bestellposition an,2025-09-24 09:41:15,100,Thomas Becker,411,3,,,
411-4,Lege Bestellposition an,Lege Bestellposition an,2025-09-24 09:41:15,100,Thomas Becker,411,4,,,
411-5,Lege Bestellposition an,Lege Bestellposition an,2025-09-24 09:41:15,100,Thomas Becker,411,5,,,
412-1,Lege Bestellposition an,Lege Bestellposition an,2025-09-25 11:45:22,100,Sandra Mueller,412,1,,,
412-2,Lege Bestellposition an,Lege Bestellposition an,2025-09-25 11:45:22,100,Sandra Mueller,412,2,,,
412-3,Lege Bestellposition an,Lege Bestellposition an,2025-09-25 11:45:22,100,Sandra Mueller,412,3,,,
412-4,Lege Bestellposition an,Lege Bestellposition an,2025-09-25 11:45:22,100,Sandra Mueller,412,4,,,
413-1,Lege Bestellposition an,Lege Bestellposition an,2025-09-29 16:35:38,100,Thomas Becker,413,1,,,
413-2,Lege Bestellposition an,Lege Bestellposition an,2025-09-29 16:35:38,100,Thomas Becker,413,2,,,
413-3,Lege Bestellposition an,Lege Bestellposition an,2025-09-29 16:35:38,100,Thomas Becker,413,3,,,
413-4,Lege Bestellposition an,Lege Bestellposition an,2025-09-29 16:35:38,100,Thomas Becker,413,4,,,
414-1,Lege Bestellposition an,Lege Bestellposition an,2025-10-01 09:06:48,100,Michael Weber,414,1,,,
415-1,Lege Bestellposition an,Lege Bestellposition an,2025-10-03 15:18:51,100,Julia Fischer,415,1,,,
415-2,Lege Bestellposition an,Lege Bestellposition an,2025-10-03 15:18:51,100,Julia Fischer,415,2,,,
415-3,Lege Bestellposition an,Lege Bestellposition an,2025-10-03 15:18:51,100,Julia Fischer,415,3,,,
416-1,Lege Bestellposition an,Lege Bestellposition an,2025-10-06 11:49:04,100,Andreas Schneider,416,1,,,
416-2,Lege Bestellposition an,Lege Bestellposition an,2025-10-06 11:49:04,100,Andreas Schneider,416,2,,,
416-3,Lege Bestellposition an,Lege Bestellposition an,2025-10-06 11:49:04,100,Andreas Schneider,416,3,,,
416-4,Lege Bestellposition an,Lege Bestellposition an,2025-10-06 11:49:04,100,Andreas Schneider,416,4,,,
416-5,Lege Bestellposition an,Lege Bestellposition an,2025-10-06 11:49:04,100,Andreas Schneider,416,5,,,
417-1,Lege Bestellposition an,Lege Bestellposition an,2025-10-08 13:28:31,100,Maria Fischer,417,1,,,
417-2,Lege Bestellposition an,Lege Bestellposition an,2025-10-08 13:28:31,100,Maria Fischer,417,2,,,
417-3,Lege Bestellposition an,Lege Bestellposition an,2025-10-08 13:28:31,100,Maria Fischer,417,3,,,
417-4,Lege Bestellposition an,Lege Bestellposition an,2025-10-08 13:28:31,100,Maria Fischer,417,4,,,
417-5,Lege Bestellposition an,Lege Bestellposition an,2025-10-08 13:28:31,100,Maria Fischer,417,5,,,
418-1,Lege Bestellposition an,Lege Bestellposition an,2025-10-10 13:42:15,100,Martin Meyer,418,1,,,
418-2,Lege Bestellposition an,Lege Bestellposition an,2025-10-10 13:42:15,100,Martin Meyer,418,2,,,
418-3,Lege Bestellposition an,Lege Bestellposition an,2025-10-10 13:42:15,100,Martin Meyer,418,3,,,
418-4,Lege Bestellposition an,Lege Bestellposition an,2025-10-10 13:42:15,100,Martin Meyer,418,4,,,
418-5,Lege Bestellposition an,Lege Bestellposition an,2025-10-10 13:42:15,100,Martin Meyer,418,5,,,
419-1,Lege Bestellposition an,Lege Bestellposition an,2025-10-13 16:09:16,100,Maria Wagner,419,1,,,
419-2,Lege Bestellposition an,Lege Bestellposition an,2025-10-13 16:09:16,100,Maria Wagner,419,2,,,
419-3,Lege Bestellposition an,Lege Bestellposition an,2025-10-13 16:09:16,100,Maria Wagner,419,3,,,
419-4,Lege Bestellposition an,Lege Bestellposition an,2025-10-13 16:09:16,100,Maria Wagner,419,4,,,
419-5,Lege Bestellposition an,Lege Bestellposition an,2025-10-13 16:09:16,100,Maria Wagner,419,5,,,
420-1,Lege Bestellposition an,Lege Bestellposition an,2025-10-15 15:42:39,100,Martin Meyer,420,1,,,
420-2,Lege Bestellposition an,Lege Bestellposition an,2025-10-15 15:42:39,100,Martin Meyer,420,2,,,
420-3,Lege Bestellposition an,Lege Bestellposition an,2025-10-15 15:42:39,100,Martin Meyer,420,3,,,
421-1,Lege Bestellposition an,Lege Bestellposition an,2025-10-16 11:59:03,100,Klaus Wagner,421,1,,,
421-2,Lege Bestellposition an,Lege Bestellposition an,2025-10-16 11:59:03,100,Klaus Wagner,421,2,,,
421-3,Lege Bestellposition an,Lege Bestellposition an,2025-10-16 11:59:03,100,Klaus Wagner,421,3,,,
422-1,Lege Bestellposition an,Lege Bestellposition an,2025-10-17 12:17:13,100,Michael Hoffmann,422,1,,,
422-2,Lege Bestellposition an,Lege Bestellposition an,2025-10-17 12:17:13,100,Michael Hoffmann,422,2,,,
423-1,Lege Bestellposition an,Lege Bestellposition an,2025-10-20 09:44:55,100,Sandra Wagner,423,1,,,
424-1,Lege Bestellposition an,Lege Bestellposition an,2025-10-23 09:15:00,100,Martin Weber,424,1,,,
424-2,Lege Bestellposition an,Lege Bestellposition an,2025-10-23 09:15:00,100,Martin Weber,424,2,,,
424-3,Lege Bestellposition an,Lege Bestellposition an,2025-10-23 09:15:00,100,Martin Weber,424,3,,,
424-4,Lege Bestellposition an,Lege Bestellposition an,2025-10-23 09:15:00,100,Martin Weber,424,4,,,
424-5,Lege Bestellposition an,Lege Bestellposition an,2025-10-23 09:15:00,100,Martin Weber,424,5,,,
425-1,Lege Bestellposition an,Lege Bestellposition an,2025-10-27 09:02:17,100,Julia Fischer,425,1,,,
425-2,Lege Bestellposition an,Lege Bestellposition an,2025-10-27 09:02:17,100,Julia Fischer,425,2,,,
425-3,Lege Bestellposition an,Lege Bestellposition an,2025-10-27 09:02:17,100,Julia Fischer,425,3,,,
425-4,Lege Bestellposition an,Lege Bestellposition an,2025-10-27 09:02:17,100,Julia Fischer,425,4,,,
426-1,Lege Bestellposition an,Lege Bestellposition an,2025-10-29 11:45:33,100,Michael Hoffmann,426,1,,,
426-2,Lege Bestellposition an,Lege Bestellposition an,2025-10-29 11:45:33,100,Michael Hoffmann,426,2,,,
426-3,Lege Bestellposition an,Lege Bestellposition an,2025-10-29 11:45:33,100,Michael Hoffmann,426,3,,,
426-4,Lege Bestellposition an,Lege Bestellposition an,2025-10-29 11:45:33,100,Michael Hoffmann,426,4,,,
427-1,Lege Bestellposition an,Lege Bestellposition an,2025-10-31 14:44:21,100,Sandra Wagner,427,1,,,
427-2,Lege Bestellposition an,Lege Bestellposition an,2025-10-31 14:44:21,100,Sandra Wagner,427,2,,,
427-3,Lege Bestellposition an,Lege Bestellposition an,2025-10-31 14:44:21,100,Sandra Wagner,427,3,,,
427-4,Lege Bestellposition an,Lege Bestellposition an,2025-10-31 14:44:21,100,Sandra Wagner,427,4,,,
428-1,Lege Bestellposition an,Lege Bestellposition an,2025-11-03 10:17:50,100,Thomas Becker,428,1,,,
428-2,Lege Bestellposition an,Lege Bestellposition an,2025-11-03 10:17:50,100,Thomas Becker,428,2,,,
429-1,Lege Bestellposition an,Lege Bestellposition an,2025-11-05 11:02:51,100,Julia Fischer,429,1,,,
429-2,Lege Bestellposition an,Lege Bestellposition an,2025-11-05 11:02:51,100,Julia Fischer,429,2,,,
429-3,Lege Bestellposition an,Lege Bestellposition an,2025-11-05 11:02:51,100,Julia Fischer,429,3,,,
429-4,Lege Bestellposition an,Lege Bestellposition an,2025-11-05 11:02:51,100,Julia Fischer,429,4,,,
430-1,Lege Bestellposition an,Lege Bestellposition an,2025-11-10 15:55:41,100,Andreas Schneider,430,1,,,
430-2,Lege Bestellposition an,Lege Bestellposition an,2025-11-10 15:55:41,100,Andreas Schneider,430,2,,,
430-3,Lege Bestellposition an,Lege Bestellposition an,2025-11-10 15:55:41,100,Andreas Schneider,430,3,,,
430-4,Lege Bestellposition an,Lege Bestellposition an,2025-11-10 15:55:41,100,Andreas Schneider,430,4,,,
431-1,Lege Bestellposition an,Lege Bestellposition an,2025-11-13 16:48:15,100,Andreas Weber,431,1,,,
431-2,Lege Bestellposition an,Lege Bestellposition an,2025-11-13 16:48:15,100,Andreas Weber,431,2,,,
432-1,Lege Bestellposition an,Lege Bestellposition an,2025-11-17 12:42:33,100,Michael Weber,432,1,,,
432-2,Lege Bestellposition an,Lege Bestellposition an,2025-11-17 12:42:33,100,Michael Weber,432,2,,,
432-3,Lege Bestellposition an,Lege Bestellposition an,2025-11-17 12:42:33,100,Michael Weber,432,3,,,
433-1,Lege Bestellposition an,Lege Bestellposition an,2025-11-19 13:57:25,100,Klaus Mueller,433,1,,,
433-2,Lege Bestellposition an,Lege Bestellposition an,2025-11-19 13:57:25,100,Klaus Mueller,433,2,,,
434-1,Lege Bestellposition an,Lege Bestellposition an,2025-11-21 15:41:32,100,Maria Wagner,434,1,,,
434-2,Lege Bestellposition an,Lege Bestellposition an,2025-11-21 15:41:32,100,Maria Wagner,434,2,,,
434-3,Lege Bestellposition an,Lege Bestellposition an,2025-11-21 15:41:32,100,Maria Wagner,434,3,,,
434-4,Lege Bestellposition an,Lege Bestellposition an,2025-11-21 15:41:32,100,Maria Wagner,434,4,,,
434-5,Lege Bestellposition an,Lege Bestellposition an,2025-11-21 15:41:32,100,Maria Wagner,434,5,,,
435-1,Lege Bestellposition an,Lege Bestellposition an,2025-11-24 16:45:02,100,Andreas Weber,435,1,,,
435-2,Lege Bestellposition an,Lege Bestellposition an,2025-11-24 16:45:02,100,Andreas Weber,435,2,,,
435-3,Lege Bestellposition an,Lege Bestellposition an,2025-11-24 16:45:02,100,Andreas Weber,435,3,,,
435-4,Lege Bestellposition an,Lege Bestellposition an,2025-11-24 16:45:02,100,Andreas Weber,435,4,,,
435-5,Lege Bestellposition an,Lege Bestellposition an,2025-11-24 16:45:02,100,Andreas Weber,435,5,,,
436-1,Lege Bestellposition an,Lege Bestellposition an,2025-11-27 13:28:39,100,Sandra Becker,436,1,,,
436-2,Lege Bestellposition an,Lege Bestellposition an,2025-11-27 13:28:39,100,Sandra Becker,436,2,,,
437-1,Lege Bestellposition an,Lege Bestellposition an,2025-12-01 13:33:19,100,Maria Fischer,437,1,,,
438-1,Lege Bestellposition an,Lege Bestellposition an,2025-12-02 16:19:45,100,Klaus Wagner,438,1,,,
438-2,Lege Bestellposition an,Lege Bestellposition an,2025-12-02 16:19:45,100,Klaus Wagner,438,2,,,
438-3,Lege Bestellposition an,Lege Bestellposition an,2025-12-02 16:19:45,100,Klaus Wagner,438,3,,,
438-4,Lege Bestellposition an,Lege Bestellposition an,2025-12-02 16:19:45,100,Klaus Wagner,438,4,,,
439-1,Lege Bestellposition an,Lege Bestellposition an,2025-12-04 16:20:05,100,Martin Hoffmann,439,1,,,
440-1,Lege Bestellposition an,Lege Bestellposition an,2025-12-08 09:27:31,100,Thomas Becker,440,1,,,
440-2,Lege Bestellposition an,Lege Bestellposition an,2025-12-08 09:27:31,100,Thomas Becker,440,2,,,
440-3,Lege Bestellposition an,Lege Bestellposition an,2025-12-08 09:27:31,100,Thomas Becker,440,3,,,
440-4,Lege Bestellposition an,Lege Bestellposition an,2025-12-08 09:27:31,100,Thomas Becker,440,4,,,
441-1,Lege Bestellposition an,Lege Bestellposition an,2025-12-11 13:18:38,100,Klaus Wagner,441,1,,,
441-2,Lege Bestellposition an,Lege Bestellposition an,2025-12-11 13:18:38,100,Klaus Wagner,441,2,,,
441-3,Lege Bestellposition an,Lege Bestellposition an,2025-12-11 13:18:38,100,Klaus Wagner,441,3,,,
441-4,Lege Bestellposition an,Lege Bestellposition an,2025-12-11 13:18:38,100,Klaus Wagner,441,4,,,
441-5,Lege Bestellposition an,Lege Bestellposition an,2025-12-11 13:18:38,100,Klaus Wagner,441,5,,,
442-1,Lege Bestellposition an,Lege Bestellposition an,2025-12-15 12:56:15,100,Julia Fischer,442,1,,,
442-2,Lege Bestellposition an,Lege Bestellposition an,2025-12-15 12:56:15,100,Julia Fischer,442,2,,,
442-3,Lege Bestellposition an,Lege Bestellposition an,2025-12-15 12:56:15,100,Julia Fischer,442,3,,,
442-4,Lege Bestellposition an,Lege Bestellposition an,2025-12-15 12:56:15,100,Julia Fischer,442,4,,,
442-5,Lege Bestellposition an,Lege Bestellposition an,2025-12-15 12:56:15,100,Julia Fischer,442,5,,,
443-1,Lege Bestellposition an,Lege Bestellposition an,2025-12-18 15:30:19,100,Klaus Mueller,443,1,,,
444-1,Lege Bestellposition an,Lege Bestellposition an,2025-12-22 11:00:11,100,Michael Weber,444,1,,,
444-2,Lege Bestellposition an,Lege Bestellposition an,2025-12-22 11:00:11,100,Michael Weber,444,2,,,
445-1,Lege Bestellposition an,Lege Bestellposition an,2025-12-23 09:30:24,100,Sandra Mueller,445,1,,,
445-2,Lege Bestellposition an,Lege Bestellposition an,2025-12-23 09:30:24,100,Sandra Mueller,445,2,,,
445-3,Lege Bestellposition an,Lege Bestellposition an,2025-12-23 09:30:24,100,Sandra Mueller,445,3,,,
446-1,Lege Bestellposition an,Lege Bestellposition an,2025-12-26 11:38:29,100,Maria Wagner,446,1,,,
447-1,Lege Bestellposition an,Lege Bestellposition an,2025-12-29 14:40:58,100,Andreas Weber,447,1,,,
447-2,Lege Bestellposition an,Lege Bestellposition an,2025-12-29 14:40:58,100,Andreas Weber,447,2,,,
447-3,Lege Bestellposition an,Lege Bestellposition an,2025-12-29 14:40:58,100,Andreas Weber,447,3,,,
447-4,Lege Bestellposition an,Lege Bestellposition an,2025-12-29 14:40:58,100,Andreas Weber,447,4,,,
448-1,Lege Bestellposition an,Lege Bestellposition an,2025-12-31 16:25:46,100,Martin Hoffmann,448,1,,,
448-2,Lege Bestellposition an,Lege Bestellposition an,2025-12-31 16:25:46,100,Martin Hoffmann,448,2,,,
448-3,Lege Bestellposition an,Lege Bestellposition an,2025-12-31 16:25:46,100,Martin Hoffmann,448,3,,,
449-1,Lege Bestellposition an,Lege Bestellposition an,2026-01-01 14:12:48,100,Thomas Becker,449,1,,,
449-2,Lege Bestellposition an,Lege Bestellposition an,2026-01-01 14:12:48,100,Thomas Becker,449,2,,,
449-3,Lege Bestellposition an,Lege Bestellposition an,2026-01-01 14:12:48,100,Thomas Becker,449,3,,,
449-4,Lege Bestellposition an,Lege Bestellposition an,2026-01-01 14:12:48,100,Thomas Becker,449,4,,,
450-1,Lege Bestellposition an,Lege Bestellposition an,2026-01-05 12:57:28,100,Sandra Mueller,450,1,,,
450-2,Lege Bestellposition an,Lege Bestellposition an,2026-01-05 12:57:28,100,Sandra Mueller,450,2,,,
451-1,Lege Bestellposition an,Lege Bestellposition an,2026-01-07 09:42:19,100,Martin Meyer,451,1,,,
452-1,Lege Bestellposition an,Lege Bestellposition an,2026-01-09 13:41:56,100,Michael Hoffmann,452,1,,,
452-2,Lege Bestellposition an,Lege Bestellposition an,2026-01-09 13:41:56,100,Michael Hoffmann,452,2,,,
453-1,Lege Bestellposition an,Lege Bestellposition an,2026-01-12 15:02:28,100,Klaus Wagner,453,1,,,
453-2,Lege Bestellposition an,Lege Bestellposition an,2026-01-12 15:02:28,100,Klaus Wagner,453,2,,,
453-3,Lege Bestellposition an,Lege Bestellposition an,2026-01-12 15:02:28,100,Klaus Wagner,453,3,,,
454-1,Lege Bestellposition an,Lege Bestellposition an,2026-01-15 14:32:14,100,Sandra Becker,454,1,,,
455-1,Lege Bestellposition an,Lege Bestellposition an,2026-01-19 12:04:06,100,Michael Hoffmann,455,1,,,
456-1,Lege Bestellposition an,Lege Bestellposition an,2026-01-21 11:54:05,100,Maria Fischer,456,1,,,
456-2,Lege Bestellposition an,Lege Bestellposition an,2026-01-21 11:54:05,100,Maria Fischer,456,2,,,
457-1,Lege Bestellposition an,Lege Bestellposition an,2026-01-26 10:41:01,100,Sandra Wagner,457,1,,,
457-2,Lege Bestellposition an,Lege Bestellposition an,2026-01-26 10:41:01,100,Sandra Wagner,457,2,,,
457-3,Lege Bestellposition an,Lege Bestellposition an,2026-01-26 10:41:01,100,Sandra Wagner,457,3,,,
458-1,Lege Bestellposition an,Lege Bestellposition an,2026-01-28 11:10:11,100,Klaus Wagner,458,1,,,
458-2,Lege Bestellposition an,Lege Bestellposition an,2026-01-28 11:10:11,100,Klaus Wagner,458,2,,,
458-3,Lege Bestellposition an,Lege Bestellposition an,2026-01-28 11:10:11,100,Klaus Wagner,458,3,,,
458-4,Lege Bestellposition an,Lege Bestellposition an,2026-01-28 11:10:11,100,Klaus Wagner,458,4,,,
458-5,Lege Bestellposition an,Lege Bestellposition an,2026-01-28 11:10:11,100,Klaus Wagner,458,5,,,
459-1,Lege Bestellposition an,Lege Bestellposition an,2026-01-30 09:18:28,100,Sandra Becker,459,1,,,
459-2,Lege Bestellposition an,Lege Bestellposition an,2026-01-30 09:18:28,100,Sandra Becker,459,2,,,
459-3,Lege Bestellposition an,Lege Bestellposition an,2026-01-30 09:18:28,100,Sandra Becker,459,3,,,
459-4,Lege Bestellposition an,Lege Bestellposition an,2026-01-30 09:18:28,100,Sandra Becker,459,4,,,
460-1,Lege Bestellposition an,Lege Bestellposition an,2026-02-02 15:03:15,100,Andreas Schneider,460,1,,,
460-2,Lege Bestellposition an,Lege Bestellposition an,2026-02-02 15:03:15,100,Andreas Schneider,460,2,,,
460-3,Lege Bestellposition an,Lege Bestellposition an,2026-02-02 15:03:15,100,Andreas Schneider,460,3,,,
460-4,Lege Bestellposition an,Lege Bestellposition an,2026-02-02 15:03:15,100,Andreas Schneider,460,4,,,
461-1,Lege Bestellposition an,Lege Bestellposition an,2026-02-04 11:04:04,100,Michael Hoffmann,461,1,,,
461-2,Lege Bestellposition an,Lege Bestellposition an,2026-02-04 11:04:04,100,Michael Hoffmann,461,2,,,
461-3,Lege Bestellposition an,Lege Bestellposition an,2026-02-04 11:04:04,100,Michael Hoffmann,461,3,,,
461-4,Lege Bestellposition an,Lege Bestellposition an,2026-02-04 11:04:04,100,Michael Hoffmann,461,4,,,
462-1,Lege Bestellposition an,Lege Bestellposition an,2026-02-09 16:04:03,100,Michael Hoffmann,462,1,,,
462-2,Lege Bestellposition an,Lege Bestellposition an,2026-02-09 16:04:03,100,Michael Hoffmann,462,2,,,
463-1,Lege Bestellposition an,Lege Bestellposition an,2026-02-12 12:59:28,100,Michael Weber,463,1,,,
463-2,Lege Bestellposition an,Lege Bestellposition an,2026-02-12 12:59:28,100,Michael Weber,463,2,,,
463-3,Lege Bestellposition an,Lege Bestellposition an,2026-02-12 12:59:28,100,Michael Weber,463,3,,,
464-1,Lege Bestellposition an,Lege Bestellposition an,2026-02-16 14:10:41,100,Thomas Becker,464,1,,,
465-1,Lege Bestellposition an,Lege Bestellposition an,2026-02-19 14:26:57,100,Michael Hoffmann,465,1,,,
466-1,Lege Bestellposition an,Lege Bestellposition an,2026-02-23 15:44:12,100,Maria Fischer,466,1,,,
466-2,Lege Bestellposition an,Lege Bestellposition an,2026-02-23 15:44:12,100,Maria Fischer,466,2,,,
466-3,Lege Bestellposition an,Lege Bestellposition an,2026-02-23 15:44:12,100,Maria Fischer,466,3,,,
466-4,Lege Bestellposition an,Lege Bestellposition an,2026-02-23 15:44:12,100,Maria Fischer,466,4,,,
466-5,Lege Bestellposition an,Lege Bestellposition an,2026-02-23 15:44:12,100,Maria Fischer,466,5,,,
467-1,Lege Bestellposition an,Lege Bestellposition an,2026-02-25 13:13:20,100,Stefan Hoffmann,467,1,,,
467-2,Lege Bestellposition an,Lege Bestellposition an,2026-02-25 13:13:20,100,Stefan Hoffmann,467,2,,,
467-3,Lege Bestellposition an,Lege Bestellposition an,2026-02-25 13:13:20,100,Stefan Hoffmann,467,3,,,
467-4,Lege Bestellposition an,Lege Bestellposition an,2026-02-25 13:13:20,100,Stefan Hoffmann,467,4,,,
467-5,Lege Bestellposition an,Lege Bestellposition an,2026-02-25 13:13:20,100,Stefan Hoffmann,467,5,,,
468-1,Lege Bestellposition an,Lege Bestellposition an,2026-03-02 14:17:22,100,Thomas Weber,468,1,,,
468-2,Lege Bestellposition an,Lege Bestellposition an,2026-03-02 14:17:22,100,Thomas Weber,468,2,,,
469-1,Lege Bestellposition an,Lege Bestellposition an,2026-03-04 16:53:21,100,Michael Weber,469,1,,,
469-2,Lege Bestellposition an,Lege Bestellposition an,2026-03-04 16:53:21,100,Michael Weber,469,2,,,
470-1,Lege Bestellposition an,Lege Bestellposition an,2026-03-06 16:27:46,100,Andreas Weber,470,1,,,
470-2,Lege Bestellposition an,Lege Bestellposition an,2026-03-06 16:27:46,100,Andreas Weber,470,2,,,
470-3,Lege Bestellposition an,Lege Bestellposition an,2026-03-06 16:27:46,100,Andreas Weber,470,3,,,
470-4,Lege Bestellposition an,Lege Bestellposition an,2026-03-06 16:27:46,100,Andreas Weber,470,4,,,
471-1,Lege Bestellposition an,Lege Bestellposition an,2026-03-09 16:30:39,100,Maria Wagner,471,1,,,
471-2,Lege Bestellposition an,Lege Bestellposition an,2026-03-09 16:30:39,100,Maria Wagner,471,2,,,
471-3,Lege Bestellposition an,Lege Bestellposition an,2026-03-09 16:30:39,100,Maria Wagner,471,3,,,
471-4,Lege Bestellposition an,Lege Bestellposition an,2026-03-09 16:30:39,100,Maria Wagner,471,4,,,
