case_id;activity;activity_grouped;activity_to;timestamp;timestamp_to;duration;duration_idle;event_number;activity_duration;duration_at_start;activity_cost;automated;is_rework;is_loop;is_self_loop;is_loop_or_self_loop;user_name;changed_field;changed_from;changed_to
152-1;Start;;Lege Bestellposition an;2023-12-20T14:35:13.000Z;2023-12-20T14:35:13.000Z;0;0;1;0;0;0;;0;0;0;0;
152-1;Lege Bestellposition an;;Erteile Genehmigung Level 3;2023-12-20T14:35:13.000Z;2023-12-21T08:23:26.000Z;64093000;64093000;2;0;0;0;0;0;0;0;0;Maria Fischer;null;null;null
152-1;Erteile Genehmigung Level 3;Erteile Genehmigung;Erteile Genehmigung Level 1;2023-12-21T08:23:26.000Z;2023-12-21T09:10:54.000Z;2848000;2848000;3;0;64093000;0;0;0;0;0;0;Julia Schulz;null;null;null
152-1;Erteile Genehmigung Level 1;Erteile Genehmigung;Erteile Genehmigung Level 2;2023-12-21T09:10:54.000Z;2023-12-21T14:19:36.000Z;18522000;18522000;4;0;66941000;0;0;0;0;0;0;Klaus Weber;null;null;null
152-1;Erteile Genehmigung Level 2;Erteile Genehmigung;Lehne Wareneingang ab;2023-12-21T14:19:36.000Z;2023-12-22T12:45:19.000Z;80743000;80743000;5;0;85463000;0;0;0;0;0;0;Stefan Mueller;null;null;null
152-1;Lehne Wareneingang ab;Wareneingang erfasst;Erfasse Rechnung;2023-12-22T12:45:19.000Z;2024-01-01T13:28:07.000Z;866568000;866568000;6;0;166206000;0;0;0;0;0;0;Anna Becker;null;null;null
152-1;Erfasse Rechnung;;End;2024-01-01T13:28:07.000Z;2024-01-01T13:28:07.000Z;0;0;7;0;1032774000;0;0;0;0;0;0;null;null;null;null
152-2;Start;;Lege Bestellposition an;2023-12-20T14:35:13.000Z;2023-12-20T14:35:13.000Z;0;0;1;0;0;0;;0;0;0;0;
152-2;Lege Bestellposition an;;Erteile Genehmigung Level 3;2023-12-20T14:35:13.000Z;2023-12-21T08:23:26.000Z;64093000;64093000;2;0;0;0;0;0;0;0;0;Maria Fischer;null;null;null
152-2;Erteile Genehmigung Level 3;Erteile Genehmigung;Erteile Genehmigung Level 1;2023-12-21T08:23:26.000Z;2023-12-21T09:10:54.000Z;2848000;2848000;3;0;64093000;0;0;0;0;0;0;Julia Schulz;null;null;null
152-2;Erteile Genehmigung Level 1;Erteile Genehmigung;Erteile Genehmigung Level 2;2023-12-21T09:10:54.000Z;2023-12-21T14:19:36.000Z;18522000;18522000;4;0;66941000;0;0;0;0;0;0;Klaus Weber;null;null;null
152-2;Erteile Genehmigung Level 2;Erteile Genehmigung;Lehne Wareneingang ab;2023-12-21T14:19:36.000Z;2023-12-25T10:03:29.000Z;330233000;330233000;5;0;85463000;0;0;0;0;0;0;Stefan Mueller;null;null;null
152-2;Lehne Wareneingang ab;Wareneingang erfasst;Erfasse Rechnung;2023-12-25T10:03:29.000Z;2024-01-01T13:28:07.000Z;617078000;617078000;6;0;415696000;0;0;0;0;0;0;Peter Fischer;null;null;null
152-2;Erfasse Rechnung;;End;2024-01-01T13:28:07.000Z;2024-01-01T13:28:07.000Z;0;0;7;0;1032774000;0;0;0;0;0;0;null;null;null;null
152-3;Start;;Lege Bestellposition an;2023-12-20T14:35:13.000Z;2023-12-20T14:35:13.000Z;0;0;1;0;0;0;;0;0;0;0;
152-3;Lege Bestellposition an;;Erteile Genehmigung Level 3;2023-12-20T14:35:13.000Z;2023-12-21T08:23:26.000Z;64093000;64093000;2;0;0;0;0;0;0;0;0;Maria Fischer;null;null;null
152-3;Erteile Genehmigung Level 3;Erteile Genehmigung;Erteile Genehmigung Level 1;2023-12-21T08:23:26.000Z;2023-12-21T09:10:54.000Z;2848000;2848000;3;0;64093000;0;0;0;0;0;0;Julia Schulz;null;null;null
152-3;Erteile Genehmigung Level 1;Erteile Genehmigung;Erteile Genehmigung Level 2;2023-12-21T09:10:54.000Z;2023-12-21T14:19:36.000Z;18522000;18522000;4;0;66941000;0;0;0;0;0;0;Klaus Weber;null;null;null
152-3;Erteile Genehmigung Level 2;Erteile Genehmigung;Lehne Wareneingang ab;2023-12-21T14:19:36.000Z;2023-12-27T14:47:53.000Z;520097000;520097000;5;0;85463000;0;0;0;0;0;0;Stefan Mueller;null;null;null
152-3;Lehne Wareneingang ab;Wareneingang erfasst;Erfasse Rechnung;2023-12-27T14:47:53.000Z;2024-01-01T13:28:07.000Z;427214000;427214000;6;0;605560000;0;0;0;0;0;0;Peter Fischer;null;null;null
152-3;Erfasse Rechnung;;End;2024-01-01T13:28:07.000Z;2024-01-01T13:28:07.000Z;0;0;7;0;1032774000;0;0;0;0;0;0;null;null;null;null
152-4;Start;;Lege Bestellposition an;2023-12-20T14:35:13.000Z;2023-12-20T14:35:13.000Z;0;0;1;0;0;0;;0;0;0;0;
152-4;Lege Bestellposition an;;Erteile Genehmigung Level 3;2023-12-20T14:35:13.000Z;2023-12-21T08:23:26.000Z;64093000;64093000;2;0;0;0;0;0;0;0;0;Maria Fischer;null;null;null
152-4;Erteile Genehmigung Level 3;Erteile Genehmigung;Erteile Genehmigung Level 1;2023-12-21T08:23:26.000Z;2023-12-21T09:10:54.000Z;2848000;2848000;3;0;64093000;0;0;0;0;0;0;Julia Schulz;null;null;null
152-4;Erteile Genehmigung Level 1;Erteile Genehmigung;Erteile Genehmigung Level 2;2023-12-21T09:10:54.000Z;2023-12-21T14:19:36.000Z;18522000;18522000;4;0;66941000;0;0;0;0;0;0;Klaus Weber;null;null;null
152-4;Erteile Genehmigung Level 2;Erteile Genehmigung;Erfasse Wareneingang;2023-12-21T14:19:36.000Z;2023-12-28T08:57:04.000Z;585448000;585448000;5;0;85463000;0;0;0;0;0;0;Stefan Mueller;null;null;null
152-4;Erfasse Wareneingang;Wareneingang erfasst;Erfasse Rechnung;2023-12-28T08:57:04.000Z;2024-01-01T13:28:07.000Z;361863000;361863000;6;0;670911000;0;0;0;0;0;0;Michael Becker;null;null;null
152-4;Erfasse Rechnung;;End;2024-01-01T13:28:07.000Z;2024-01-01T13:28:07.000Z;0;0;7;0;1032774000;0;0;0;0;0;0;null;null;null;null
153-1;Start;;Lege Bestellposition an;2023-12-25T09:00:48.000Z;2023-12-25T09:00:48.000Z;0;0;1;0;0;0;;0;0;0;0;
153-1;Lege Bestellposition an;;Lehne Genehmigung Level 1 ab;2023-12-25T09:00:48.000Z;2023-12-26T13:37:16.000Z;102988000;102988000;2;0;0;0;0;0;0;0;0;Andreas Schneider;null;null;null
153-1;Lehne Genehmigung Level 1 ab;Lehne Genehmigung ab;Lehne Genehmigung Level 2 ab;2023-12-26T13:37:16.000Z;2023-12-27T14:21:43.000Z;89067000;89067000;3;0;102988000;0;0;0;0;0;0;Thomas Schneider;null;null;null
153-1;Lehne Genehmigung Level 2 ab;Lehne Genehmigung ab;Erteile Genehmigung Level 3;2023-12-27T14:21:43.000Z;2023-12-28T15:55:11.000Z;92008000;92008000;4;0;192055000;0;0;0;0;0;0;Peter Schmidt;null;null;null
153-1;Erteile Genehmigung Level 3;Erteile Genehmigung;Ändere Bestellposition: Preis;2023-12-28T15:55:11.000Z;2023-12-29T09:00:48.000Z;61537000;61537000;5;0;284063000;0;0;0;0;0;0;Stefan Mueller;null;null;null
153-1;Ändere Bestellposition: Preis;Ändere Bestellposition;End;2023-12-29T09:00:48.000Z;2023-12-29T09:00:48.000Z;0;0;6;0;345600000;0;0;0;0;0;0;Maria Hoffmann;Price;397.27;602.11
153-2;Start;;Lege Bestellposition an;2023-12-25T09:00:48.000Z;2023-12-25T09:00:48.000Z;0;0;1;0;0;0;;0;0;0;0;
153-2;Lege Bestellposition an;;Lehne Genehmigung Level 1 ab;2023-12-25T09:00:48.000Z;2023-12-26T13:37:16.000Z;102988000;102988000;2;0;0;0;0;0;0;0;0;Andreas Schneider;null;null;null
153-2;Lehne Genehmigung Level 1 ab;Lehne Genehmigung ab;Lehne Genehmigung Level 2 ab;2023-12-26T13:37:16.000Z;2023-12-27T14:21:43.000Z;89067000;89067000;3;0;102988000;0;0;0;0;0;0;Thomas Schneider;null;null;null
153-2;Lehne Genehmigung Level 2 ab;Lehne Genehmigung ab;Erteile Genehmigung Level 3;2023-12-27T14:21:43.000Z;2023-12-28T15:55:11.000Z;92008000;92008000;4;0;192055000;0;0;0;0;0;0;Peter Schmidt;null;null;null
153-2;Erteile Genehmigung Level 3;Erteile Genehmigung;End;2023-12-28T15:55:11.000Z;2023-12-28T15:55:11.000Z;0;0;5;0;284063000;0;0;0;0;0;0;Stefan Mueller;null;null;null
153-3;Start;;Lege Bestellposition an;2023-12-25T09:00:48.000Z;2023-12-25T09:00:48.000Z;0;0;1;0;0;0;;0;0;0;0;
153-3;Lege Bestellposition an;;Lehne Genehmigung Level 1 ab;2023-12-25T09:00:48.000Z;2023-12-26T13:37:16.000Z;102988000;102988000;2;0;0;0;0;0;0;0;0;Andreas Schneider;null;null;null
153-3;Lehne Genehmigung Level 1 ab;Lehne Genehmigung ab;Lehne Genehmigung Level 2 ab;2023-12-26T13:37:16.000Z;2023-12-27T14:21:43.000Z;89067000;89067000;3;0;102988000;0;0;0;0;0;0;Thomas Schneider;null;null;null
153-3;Lehne Genehmigung Level 2 ab;Lehne Genehmigung ab;Erteile Genehmigung Level 3;2023-12-27T14:21:43.000Z;2023-12-28T15:55:11.000Z;92008000;92008000;4;0;192055000;0;0;0;0;0;0;Peter Schmidt;null;null;null
153-3;Erteile Genehmigung Level 3;Erteile Genehmigung;End;2023-12-28T15:55:11.000Z;2023-12-28T15:55:11.000Z;0;0;5;0;284063000;0;0;0;0;0;0;Stefan Mueller;null;null;null
153-4;Start;;Lege Bestellposition an;2023-12-25T09:00:48.000Z;2023-12-25T09:00:48.000Z;0;0;1;0;0;0;;0;0;0;0;
153-4;Lege Bestellposition an;;Lehne Genehmigung Level 1 ab;2023-12-25T09:00:48.000Z;2023-12-26T13:37:16.000Z;102988000;102988000;2;0;0;0;0;0;0;0;0;Andreas Schneider;null;null;null
153-4;Lehne Genehmigung Level 1 ab;Lehne Genehmigung ab;Lehne Genehmigung Level 2 ab;2023-12-26T13:37:16.000Z;2023-12-27T14:21:43.000Z;89067000;89067000;3;0;102988000;0;0;0;0;0;0;Thomas Schneider;null;null;null
153-4;Lehne Genehmigung Level 2 ab;Lehne Genehmigung ab;Erteile Genehmigung Level 3;2023-12-27T14:21:43.000Z;2023-12-28T15:55:11.000Z;92008000;92008000;4;0;192055000;0;0;0;0;0;0;Peter Schmidt;null;null;null
153-4;Erteile Genehmigung Level 3;Erteile Genehmigung;End;2023-12-28T15:55:11.000Z;2023-12-28T15:55:11.000Z;0;0;5;0;284063000;0;0;0;0;0;0;Stefan Mueller;null;null;null
153-5;Start;;Lege Bestellposition an;2023-12-25T09:00:48.000Z;2023-12-25T09:00:48.000Z;0;0;1;0;0;0;;0;0;0;0;
153-5;Lege Bestellposition an;;Ändere Bestellposition: Menge;2023-12-25T09:00:48.000Z;2023-12-26T09:00:48.000Z;86400000;86400000;2;0;0;0;0;0;0;0;0;Andreas Schneider;null;null;null
153-5;Ändere Bestellposition: Menge;Ändere Bestellposition;Lehne Genehmigung Level 1 ab;2023-12-26T09:00:48.000Z;2023-12-26T13:37:16.000Z;16588000;16588000;3;0;86400000;0;0;0;0;0;0;Martin Schulz;Quantity;12;13
153-5;Lehne Genehmigung Level 1 ab;Lehne Genehmigung ab;Lehne Genehmigung Level 2 ab;2023-12-26T13:37:16.000Z;2023-12-27T14:21:43.000Z;89067000;89067000;4;0;102988000;0;0;0;0;0;0;Thomas Schneider;null;null;null
153-5;Lehne Genehmigung Level 2 ab;Lehne Genehmigung ab;Erteile Genehmigung Level 3;2023-12-27T14:21:43.000Z;2023-12-28T15:55:11.000Z;92008000;92008000;5;0;192055000;0;0;0;0;0;0;Peter Schmidt;null;null;null
153-5;Erteile Genehmigung Level 3;Erteile Genehmigung;End;2023-12-28T15:55:11.000Z;2023-12-28T15:55:11.000Z;0;0;6;0;284063000;0;0;0;0;0;0;Stefan Mueller;null;null;null
154-1;Start;;Lege Bestellposition an;2023-12-27T15:37:34.000Z;2023-12-27T15:37:34.000Z;0;0;1;0;0;0;;0;0;0;0;
154-1;Lege Bestellposition an;;Fordere Genehmigung Level 1 an;2023-12-27T15:37:34.000Z;2023-12-28T09:17:32.000Z;63598000;63598000;2;0;0;0;0;0;0;0;0;Thomas Becker;null;null;null
154-1;Fordere Genehmigung Level 1 an;Fordere Genehmigung an;Lehne Genehmigung Level 2 ab;2023-12-28T09:17:32.000Z;2023-12-28T11:49:08.000Z;9096000;9096000;3;0;63598000;0;0;0;0;0;0;Anna Wagner;null;null;null
154-1;Lehne Genehmigung Level 2 ab;Lehne Genehmigung ab;Ändere Bestellposition: Material;2023-12-28T11:49:08.000Z;2023-12-28T15:37:34.000Z;13706000;13706000;4;0;72694000;0;0;0;0;0;0;Julia Weber;null;null;null
154-1;Ändere Bestellposition: Material;Ändere Bestellposition;Lehne Genehmigung Level 3 ab;2023-12-28T15:37:34.000Z;2023-12-29T15:33:01.000Z;86127000;86127000;5;0;86400000;0;0;0;0;0;0;Klaus Meyer;Material;156;85
154-1;Lehne Genehmigung Level 3 ab;Lehne Genehmigung ab;Erfasse Rechnung;2023-12-29T15:33:01.000Z;2024-01-08T10:39:54.000Z;846413000;846413000;6;0;172527000;0;0;0;0;0;0;Thomas Wagner;null;null;null
154-1;Erfasse Rechnung;;Gleiche Rechnung aus;2024-01-08T10:39:54.000Z;2024-01-08T10:39:54.000Z;0;0;7;0;1018940000;0;0;0;0;0;0;null;null;null;null
154-1;Gleiche Rechnung aus;;End;2024-01-08T10:39:54.000Z;2024-01-08T10:39:54.000Z;0;0;8;0;1018940000;0;0;0;0;0;0;null;null;null;null
154-2;Start;;Lege Bestellposition an;2023-12-27T15:37:34.000Z;2023-12-27T15:37:34.000Z;0;0;1;0;0;0;;0;0;0;0;
154-2;Lege Bestellposition an;;Fordere Genehmigung Level 1 an;2023-12-27T15:37:34.000Z;2023-12-28T09:17:32.000Z;63598000;63598000;2;0;0;0;0;0;0;0;0;Thomas Becker;null;null;null
154-2;Fordere Genehmigung Level 1 an;Fordere Genehmigung an;Lehne Genehmigung Level 2 ab;2023-12-28T09:17:32.000Z;2023-12-28T11:49:08.000Z;9096000;9096000;3;0;63598000;0;0;0;0;0;0;Anna Wagner;null;null;null
154-2;Lehne Genehmigung Level 2 ab;Lehne Genehmigung ab;Lehne Genehmigung Level 3 ab;2023-12-28T11:49:08.000Z;2023-12-29T15:33:01.000Z;99833000;99833000;4;0;72694000;0;0;0;0;0;0;Julia Weber;null;null;null
154-2;Lehne Genehmigung Level 3 ab;Lehne Genehmigung ab;Erfasse Rechnung;2023-12-29T15:33:01.000Z;2024-01-08T10:39:54.000Z;846413000;846413000;5;0;172527000;0;0;0;0;0;0;Thomas Wagner;null;null;null
154-2;Erfasse Rechnung;;Gleiche Rechnung aus;2024-01-08T10:39:54.000Z;2024-01-08T10:39:54.000Z;0;0;6;0;1018940000;0;0;0;0;0;0;null;null;null;null
154-2;Gleiche Rechnung aus;;End;2024-01-08T10:39:54.000Z;2024-01-08T10:39:54.000Z;0;0;7;0;1018940000;0;0;0;0;0;0;null;null;null;null
155-1;Start;;Lege Bestellposition an;2024-01-01T12:58:23.000Z;2024-01-01T12:58:23.000Z;0;0;1;0;0;0;;0;0;0;0;
155-1;Lege Bestellposition an;;Lehne Genehmigung Level 1 ab;2024-01-01T12:58:23.000Z;2024-01-01T14:38:49.000Z;6026000;6026000;2;0;0;0;0;0;0;0;0;Martin Meyer;null;null;null
155-1;Lehne Genehmigung Level 1 ab;Lehne Genehmigung ab;Lehne Wareneingang ab;2024-01-01T14:38:49.000Z;2024-01-05T09:22:24.000Z;326615000;326615000;3;0;6026000;0;0;0;0;0;0;Sandra Schmidt;null;null;null
155-1;Lehne Wareneingang ab;Wareneingang erfasst;Erfasse Rechnung;2024-01-05T09:22:24.000Z;2024-01-11T09:24:58.000Z;518554000;518554000;4;0;332641000;0;0;0;0;0;0;Peter Fischer;null;null;null
155-1;Erfasse Rechnung;;Gleiche Rechnung aus;2024-01-11T09:24:58.000Z;2024-01-11T09:24:58.000Z;0;0;5;0;851195000;0;0;0;0;0;0;null;null;null;null
155-1;Gleiche Rechnung aus;;End;2024-01-11T09:24:58.000Z;2024-01-11T09:24:58.000Z;0;0;6;0;851195000;0;0;0;0;0;0;null;null;null;null
156-1;Start;;Lege Bestellposition an;2024-01-04T10:56:32.000Z;2024-01-04T10:56:32.000Z;0;0;1;0;0;0;;0;0;0;0;
156-1;Lege Bestellposition an;;Lehne Genehmigung Level 2 ab;2024-01-04T10:56:32.000Z;2024-01-04T12:54:39.000Z;7087000;7087000;2;0;0;0;0;0;0;0;0;Julia Fischer;null;null;null
156-1;Lehne Genehmigung Level 2 ab;Lehne Genehmigung ab;Lehne Genehmigung Level 1 ab;2024-01-04T12:54:39.000Z;2024-01-04T14:07:06.000Z;4347000;4347000;3;0;7087000;0;0;0;0;0;0;Anna Fischer;null;null;null
156-1;Lehne Genehmigung Level 1 ab;Lehne Genehmigung ab;End;2024-01-04T14:07:06.000Z;2024-01-04T14:07:06.000Z;0;0;4;0;11434000;0;0;0;0;0;0;Peter Schmidt;null;null;null
156-2;Start;;Lege Bestellposition an;2024-01-04T10:56:32.000Z;2024-01-04T10:56:32.000Z;0;0;1;0;0;0;;0;0;0;0;
156-2;Lege Bestellposition an;;Lehne Genehmigung Level 2 ab;2024-01-04T10:56:32.000Z;2024-01-04T12:54:39.000Z;7087000;7087000;2;0;0;0;0;0;0;0;0;Julia Fischer;null;null;null
156-2;Lehne Genehmigung Level 2 ab;Lehne Genehmigung ab;Lehne Genehmigung Level 1 ab;2024-01-04T12:54:39.000Z;2024-01-04T14:07:06.000Z;4347000;4347000;3;0;7087000;0;0;0;0;0;0;Anna Fischer;null;null;null
156-2;Lehne Genehmigung Level 1 ab;Lehne Genehmigung ab;End;2024-01-04T14:07:06.000Z;2024-01-04T14:07:06.000Z;0;0;4;0;11434000;0;0;0;0;0;0;Peter Schmidt;null;null;null
156-3;Start;;Lege Bestellposition an;2024-01-04T10:56:32.000Z;2024-01-04T10:56:32.000Z;0;0;1;0;0;0;;0;0;0;0;
156-3;Lege Bestellposition an;;Lehne Genehmigung Level 2 ab;2024-01-04T10:56:32.000Z;2024-01-04T12:54:39.000Z;7087000;7087000;2;0;0;0;0;0;0;0;0;Julia Fischer;null;null;null
156-3;Lehne Genehmigung Level 2 ab;Lehne Genehmigung ab;Lehne Genehmigung Level 1 ab;2024-01-04T12:54:39.000Z;2024-01-04T14:07:06.000Z;4347000;4347000;3;0;7087000;0;0;0;0;0;0;Anna Fischer;null;null;null
156-3;Lehne Genehmigung Level 1 ab;Lehne Genehmigung ab;End;2024-01-04T14:07:06.000Z;2024-01-04T14:07:06.000Z;0;0;4;0;11434000;0;0;0;0;0;0;Peter Schmidt;null;null;null
156-4;Start;;Lege Bestellposition an;2024-01-04T10:56:32.000Z;2024-01-04T10:56:32.000Z;0;0;1;0;0;0;;0;0;0;0;
156-4;Lege Bestellposition an;;Lehne Genehmigung Level 2 ab;2024-01-04T10:56:32.000Z;2024-01-04T12:54:39.000Z;7087000;7087000;2;0;0;0;0;0;0;0;0;Julia Fischer;null;null;null
156-4;Lehne Genehmigung Level 2 ab;Lehne Genehmigung ab;Lehne Genehmigung Level 1 ab;2024-01-04T12:54:39.000Z;2024-01-04T14:07:06.000Z;4347000;4347000;3;0;7087000;0;0;0;0;0;0;Anna Fischer;null;null;null
156-4;Lehne Genehmigung Level 1 ab;Lehne Genehmigung ab;End;2024-01-04T14:07:06.000Z;2024-01-04T14:07:06.000Z;0;0;4;0;11434000;0;0;0;0;0;0;Peter Schmidt;null;null;null
156-5;Start;;Lege Bestellposition an;2024-01-04T10:56:32.000Z;2024-01-04T10:56:32.000Z;0;0;1;0;0;0;;0;0;0;0;
156-5;Lege Bestellposition an;;Lehne Genehmigung Level 2 ab;2024-01-04T10:56:32.000Z;2024-01-04T12:54:39.000Z;7087000;7087000;2;0;0;0;0;0;0;0;0;Julia Fischer;null;null;null
156-5;Lehne Genehmigung Level 2 ab;Lehne Genehmigung ab;Lehne Genehmigung Level 1 ab;2024-01-04T12:54:39.000Z;2024-01-04T14:07:06.000Z;4347000;4347000;3;0;7087000;0;0;0;0;0;0;Anna Fischer;null;null;null
156-5;Lehne Genehmigung Level 1 ab;Lehne Genehmigung ab;End;2024-01-04T14:07:06.000Z;2024-01-04T14:07:06.000Z;0;0;4;0;11434000;0;0;0;0;0;0;Peter Schmidt;null;null;null
157-1;Start;;Lehne Genehmigung Level 2 ab;2024-01-08T08:34:09.000Z;2024-01-08T08:34:09.000Z;0;0;1;0;0;0;;0;0;0;0;
157-1;Lehne Genehmigung Level 2 ab;Lehne Genehmigung ab;Fordere Genehmigung Level 1 an;2024-01-08T08:34:09.000Z;2024-01-08T08:54:19.000Z;1210000;1210000;2;0;0;0;0;0;0;0;0;Anna Wagner;null;null;null
157-1;Fordere Genehmigung Level 1 an;Fordere Genehmigung an;Lege Bestellposition an;2024-01-08T08:54:19.000Z;2024-01-08T12:26:55.000Z;12756000;12756000;3;0;1210000;0;0;0;0;0;0;Klaus Meyer;null;null;null
157-1;Lege Bestellposition an;;End;2024-01-08T12:26:55.000Z;2024-01-08T12:26:55.000Z;0;0;4;0;13966000;0;0;0;0;0;0;Maria Wagner;null;null;null
157-2;Start;;Lehne Genehmigung Level 2 ab;2024-01-08T08:34:09.000Z;2024-01-08T08:34:09.000Z;0;0;1;0;0;0;;0;0;0;0;
157-2;Lehne Genehmigung Level 2 ab;Lehne Genehmigung ab;Fordere Genehmigung Level 1 an;2024-01-08T08:34:09.000Z;2024-01-08T08:54:19.000Z;1210000;1210000;2;0;0;0;0;0;0;0;0;Anna Wagner;null;null;null
157-2;Fordere Genehmigung Level 1 an;Fordere Genehmigung an;Lege Bestellposition an;2024-01-08T08:54:19.000Z;2024-01-08T12:26:55.000Z;12756000;12756000;3;0;1210000;0;0;0;0;0;0;Klaus Meyer;null;null;null
157-2;Lege Bestellposition an;;End;2024-01-08T12:26:55.000Z;2024-01-08T12:26:55.000Z;0;0;4;0;13966000;0;0;0;0;0;0;Maria Wagner;null;null;null
157-3;Start;;Lehne Genehmigung Level 2 ab;2024-01-08T08:34:09.000Z;2024-01-08T08:34:09.000Z;0;0;1;0;0;0;;0;0;0;0;
157-3;Lehne Genehmigung Level 2 ab;Lehne Genehmigung ab;Fordere Genehmigung Level 1 an;2024-01-08T08:34:09.000Z;2024-01-08T08:54:19.000Z;1210000;1210000;2;0;0;0;0;0;0;0;0;Anna Wagner;null;null;null
157-3;Fordere Genehmigung Level 1 an;Fordere Genehmigung an;Lege Bestellposition an;2024-01-08T08:54:19.000Z;2024-01-08T12:26:55.000Z;12756000;12756000;3;0;1210000;0;0;0;0;0;0;Klaus Meyer;null;null;null
157-3;Lege Bestellposition an;;End;2024-01-08T12:26:55.000Z;2024-01-08T12:26:55.000Z;0;0;4;0;13966000;0;0;0;0;0;0;Maria Wagner;null;null;null
157-4;Start;;Lehne Genehmigung Level 2 ab;2024-01-08T08:34:09.000Z;2024-01-08T08:34:09.000Z;0;0;1;0;0;0;;0;0;0;0;
157-4;Lehne Genehmigung Level 2 ab;Lehne Genehmigung ab;Fordere Genehmigung Level 1 an;2024-01-08T08:34:09.000Z;2024-01-08T08:54:19.000Z;1210000;1210000;2;0;0;0;0;0;0;0;0;Anna Wagner;null;null;null
157-4;Fordere Genehmigung Level 1 an;Fordere Genehmigung an;Lege Bestellposition an;2024-01-08T08:54:19.000Z;2024-01-08T12:26:55.000Z;12756000;12756000;3;0;1210000;0;0;0;0;0;0;Klaus Meyer;null;null;null
157-4;Lege Bestellposition an;;Ändere Bestellposition: Material;2024-01-08T12:26:55.000Z;2024-01-11T12:26:55.000Z;259200000;259200000;4;0;13966000;0;0;0;0;0;0;Maria Wagner;null;null;null
157-4;Ändere Bestellposition: Material;Ändere Bestellposition;End;2024-01-11T12:26:55.000Z;2024-01-11T12:26:55.000Z;0;0;5;0;273166000;0;0;0;0;0;0;Peter Meyer;Material;154;179
158-1;Start;;Fordere Genehmigung Level 1 an;2024-01-10T08:13:33.000Z;2024-01-10T08:13:33.000Z;0;0;1;0;0;0;;0;0;0;0;
158-1;Fordere Genehmigung Level 1 an;Fordere Genehmigung an;Lege Bestellposition an;2024-01-10T08:13:33.000Z;2024-01-10T09:23:02.000Z;4169000;4169000;2;0;0;0;0;0;0;0;0;Julia Schulz;null;null;null
158-1;Lege Bestellposition an;;Erteile Genehmigung Level 2;2024-01-10T09:23:02.000Z;2024-01-10T11:29:40.000Z;7598000;7598000;3;0;4169000;0;0;0;0;0;0;Martin Meyer;null;null;null
158-1;Erteile Genehmigung Level 2;Erteile Genehmigung;Erteile Genehmigung Level 3;2024-01-10T11:29:40.000Z;2024-01-10T12:26:32.000Z;3412000;3412000;4;0;11767000;0;0;0;0;0;0;Julia Hoffmann;null;null;null
158-1;Erteile Genehmigung Level 3;Erteile Genehmigung;Ändere Bestellposition: Preis;2024-01-10T12:26:32.000Z;2024-01-11T09:23:02.000Z;75390000;75390000;5;0;15179000;0;0;0;0;0;0;Thomas Wagner;null;null;null
158-1;Ändere Bestellposition: Preis;Ändere Bestellposition;Erfasse Wareneingang;2024-01-11T09:23:02.000Z;2024-01-15T08:57:49.000Z;344087000;344087000;6;0;90569000;0;0;0;0;0;0;Andreas Schneider;Price;609.87;318.74
158-1;Erfasse Wareneingang;Wareneingang erfasst;Erfasse Rechnung;2024-01-15T08:57:49.000Z;2024-01-25T13:24:10.000Z;879981000;879981000;7;0;434656000;0;0;0;0;0;0;Klaus Meyer;null;null;null
158-1;Erfasse Rechnung;;Gleiche Rechnung aus;2024-01-25T13:24:10.000Z;2024-01-25T13:24:10.000Z;0;0;8;0;1314637000;0;0;0;0;0;0;null;null;null;null
158-1;Gleiche Rechnung aus;;End;2024-01-25T13:24:10.000Z;2024-01-25T13:24:10.000Z;0;0;9;0;1314637000;0;0;0;0;0;0;null;null;null;null
158-2;Start;;Fordere Genehmigung Level 1 an;2024-01-10T08:13:33.000Z;2024-01-10T08:13:33.000Z;0;0;1;0;0;0;;0;0;0;0;
158-2;Fordere Genehmigung Level 1 an;Fordere Genehmigung an;Lege Bestellposition an;2024-01-10T08:13:33.000Z;2024-01-10T09:23:02.000Z;4169000;4169000;2;0;0;0;0;0;0;0;0;Julia Schulz;null;null;null
158-2;Lege Bestellposition an;;Erteile Genehmigung Level 2;2024-01-10T09:23:02.000Z;2024-01-10T11:29:40.000Z;7598000;7598000;3;0;4169000;0;0;0;0;0;0;Martin Meyer;null;null;null
158-2;Erteile Genehmigung Level 2;Erteile Genehmigung;Erteile Genehmigung Level 3;2024-01-10T11:29:40.000Z;2024-01-10T12:26:32.000Z;3412000;3412000;4;0;11767000;0;0;0;0;0;0;Julia Hoffmann;null;null;null
158-2;Erteile Genehmigung Level 3;Erteile Genehmigung;Ändere Bestellposition: Material;2024-01-10T12:26:32.000Z;2024-01-14T09:23:02.000Z;334590000;334590000;5;0;15179000;0;0;0;0;0;0;Thomas Wagner;null;null;null
158-2;Ändere Bestellposition: Material;Ändere Bestellposition;Lehne Wareneingang ab;2024-01-14T09:23:02.000Z;2024-01-17T09:57:20.000Z;261258000;261258000;6;0;349769000;0;0;0;0;0;0;Maria Schmidt;Material;126;148
158-2;Lehne Wareneingang ab;Wareneingang erfasst;Erfasse Rechnung;2024-01-17T09:57:20.000Z;2024-01-25T13:24:10.000Z;703610000;703610000;7;0;611027000;0;0;0;0;0;0;Peter Weber;null;null;null
